airline,source,destination,route,total_stops,price,duration_minutes,dep_hours,departure_bucket,month,day_type,route_segment,price_per_hour,rev_opportunity_score
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6442,940,6,Morning,6,Weekend,Optimization Route,411.1914893617021,6.853191489361702
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,7832,1480,7,Morning,3,Weekday,Optimization Route,317.5135135135135,5.291891891891892
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6442,835,8,Morning,6,Weekday,Optimization Route,462.89820359281435,7.7149700598802395
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,170,20,Evening,4,Weekend,Optimization Route,1702.235294117647,28.370588235294118
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,13555,1400,5,Morning,3,Weekday,Optimization Route,580.9285714285714,9.682142857142857
GoAir,Delhi,Cochin,Delhi → Cochin,1,5135,540,10,Morning,4,Weekend,Discount Route,570.5555555555555,9.50925925925926
Air Asia,Banglore,Delhi,Banglore → Delhi,0,3383,170,23,Night,5,Weekday,Optimization Route,1194.0,19.9
GoAir,Delhi,Cochin,Delhi → Cochin,1,5842,370,7,Morning,6,Weekend,Optimization Route,947.3513513513514,15.78918918918919
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,16704,900,13,Afternoon,5,Weekend,Optimization Route,1113.6,18.56
Air India,Kolkata,Banglore,Kolkata → Banglore,1,8366,905,16,Afternoon,5,Weekday,Optimization Route,554.6519337016574,9.244198895027624
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,1965,90,5,Morning,5,Weekday,Optimization Route,1310.0,21.833333333333332
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3873,150,17,Evening,6,Weekday,Optimization Route,1549.2,25.82
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,27992,740,8,Morning,3,Weekday,Optimization Route,2269.6216216216217,37.82702702702703
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10678,460,4,Night,6,Weekday,Optimization Route,1392.7826086956522,23.213043478260868
Air India,Banglore,New Delhi,Banglore → New Delhi,1,6824,865,8,Morning,3,Weekday,Optimization Route,473.34104046242777,7.8890173410404625
Air India,Delhi,Cochin,Delhi → Cochin,2,9443,2295,5,Morning,6,Weekday,Optimization Route,246.87581699346404,4.114596949891068
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13378,730,7,Morning,3,Weekday,Optimization Route,1099.5616438356165,18.326027397260273
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,170,4,Night,5,Weekday,Optimization Route,1391.6470588235295,23.194117647058825
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7191,575,11,Morning,5,Weekend,Optimization Route,750.3652173913043,12.50608695652174
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3625,160,5,Morning,6,Weekday,Optimization Route,1359.375,22.65625
GoAir,Delhi,Cochin,Delhi → Cochin,1,6841,370,7,Morning,5,Weekday,Optimization Route,1109.3513513513512,18.48918918918919
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,11134,390,16,Afternoon,3,Weekend,Optimization Route,1712.923076923077,28.54871794871795
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14571,1550,18,Evening,6,Weekday,Optimization Route,564.0387096774193,9.400645161290322
Air India,Banglore,New Delhi,Banglore → New Delhi,3,12346,1825,5,Morning,3,Weekday,Optimization Route,405.8958904109589,6.764931506849315
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,4544,180,17,Evening,4,Weekend,Optimization Route,1514.6666666666667,25.244444444444444
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13376,830,14,Afternoon,6,Weekend,Optimization Route,966.9397590361446,16.11566265060241
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,11087,1050,18,Evening,3,Weekday,Optimization Route,633.5428571428571,10.55904761904762
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,5515,150,9,Morning,3,Weekend,Optimization Route,2206.0,36.766666666666666
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,4,Night,6,Weekday,Optimization Route,1859.6129032258066,30.993548387096773
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,13,Afternoon,6,Weekday,Optimization Route,1541.5714285714287,25.692857142857143
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15353,795,6,Morning,3,Weekday,Optimization Route,1158.7169811320755,19.311949685534593
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9899,590,6,Morning,6,Weekday,Optimization Route,1006.6779661016949,16.777966101694915
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,13817,745,8,Morning,3,Weekday,Optimization Route,1112.778523489933,18.546308724832215
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,19329,1475,19,Evening,3,Weekday,Optimization Route,786.264406779661,13.104406779661018
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16289,330,7,Morning,6,Weekday,Premium Route,2961.6363636363635,49.36060606060606
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,910,18,Evening,5,Weekday,Optimization Route,637.1208791208791,10.618681318681318
Air India,Delhi,Cochin,Delhi → Cochin,2,10975,1420,9,Morning,6,Weekday,Optimization Route,463.7323943661972,7.72887323943662
Air Asia,Kolkata,Banglore,Kolkata → Banglore,0,4384,155,10,Morning,3,Weekday,Optimization Route,1697.032258064516,28.283870967741937
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,600,9,Morning,6,Weekday,Optimization Route,1471.4,24.523333333333333
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10919,830,14,Afternoon,6,Weekday,Optimization Route,789.3253012048193,13.155421686746989
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14388,875,14,Afternoon,5,Weekday,Optimization Route,986.6057142857143,16.443428571428573
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10877,455,11,Morning,6,Weekend,Optimization Route,1434.3296703296703,23.905494505494506
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7191,810,7,Morning,5,Weekday,Optimization Route,532.6666666666666,8.877777777777778
GoAir,Kolkata,Banglore,Kolkata → Banglore,1,6686,495,23,Night,5,Weekday,Optimization Route,810.4242424242424,13.507070707070707
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7530,760,12,Afternoon,6,Weekday,Optimization Route,594.4736842105264,9.907894736842104
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6442,895,7,Morning,6,Weekend,Optimization Route,431.8659217877095,7.197765363128491
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1655,9,Morning,6,Weekday,Optimization Route,372.03625377643505,6.200604229607251
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,13817,875,18,Evening,3,Weekday,Optimization Route,947.4514285714286,15.790857142857142
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13626,570,14,Afternoon,6,Weekday,Optimization Route,1434.3157894736842,23.905263157894737
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14388,910,18,Evening,5,Weekend,Optimization Route,948.6593406593406,15.810989010989012
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,4,Night,4,Weekend,Optimization Route,1859.6129032258066,30.993548387096773
IndiGo,Delhi,Cochin,Delhi → Cochin,0,5406,185,14,Afternoon,3,Weekday,Optimization Route,1753.2972972972973,29.221621621621622
SpiceJet,Delhi,Cochin,Delhi → Cochin,1,4611,295,17,Evening,4,Weekday,Optimization Route,937.8305084745763,15.63050847457627
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,5069,290,8,Morning,6,Weekend,Optimization Route,1048.7586206896551,17.479310344827585
GoAir,Banglore,Delhi,Banglore → Delhi,0,3898,175,7,Morning,6,Weekday,Optimization Route,1336.4571428571428,22.274285714285714
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2754,90,12,Afternoon,6,Weekday,Optimization Route,1836.0,30.6
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6943,630,15,Afternoon,5,Weekday,Optimization Route,661.2380952380952,11.02063492063492
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14781,750,5,Morning,5,Weekend,Optimization Route,1182.48,19.708
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,16079,360,13,Afternoon,5,Weekday,Premium Route,2679.8333333333335,44.66388888888889
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,8033,170,16,Afternoon,3,Weekday,Optimization Route,2835.176470588235,47.252941176470586
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,6953,455,11,Morning,3,Weekday,Optimization Route,916.8791208791209,15.281318681318682
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,175,7,Morning,5,Weekend,Optimization Route,1653.6,27.56
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4174,155,4,Night,4,Weekday,Optimization Route,1615.741935483871,26.929032258064517
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,12819,1775,13,Afternoon,6,Weekday,Optimization Route,433.3183098591549,7.2219718309859156
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,450,21,Night,5,Weekday,Optimization Route,1288.4,21.473333333333333
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,155,6,Morning,5,Weekday,Optimization Route,1486.8387096774193,24.780645161290323
IndiGo,Delhi,Cochin,Delhi → Cochin,0,5000,195,5,Morning,6,Weekday,Optimization Route,1538.4615384615386,25.641025641025642
Air India,Banglore,New Delhi,Banglore → New Delhi,2,13366,980,5,Morning,3,Weekday,Optimization Route,818.3265306122449,13.638775510204082
Vistara,Mumbai,Hyderabad,Mumbai → Hyderabad,1,12395,1130,21,Night,3,Weekday,Optimization Route,658.141592920354,10.969026548672566
Air India,Kolkata,Banglore,Kolkata → Banglore,1,7452,1700,16,Afternoon,5,Weekday,Optimization Route,263.01176470588234,4.383529411764706
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,15554,1395,19,Evening,5,Weekend,Optimization Route,668.989247311828,11.149820788530466
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13067,1325,17,Evening,5,Weekday,Optimization Route,591.7132075471698,9.86188679245283
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,6565,155,15,Afternoon,3,Weekday,Optimization Route,2541.2903225806454,42.354838709677416
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,1965,90,5,Morning,5,Weekday,Optimization Route,1310.0,21.833333333333332
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3332,155,9,Morning,3,Weekday,Optimization Route,1289.8064516129032,21.496774193548386
IndiGo,Banglore,New Delhi,Banglore → New Delhi,1,6208,285,5,Morning,3,Weekday,Optimization Route,1306.9473684210527,21.782456140350877
Air India,Banglore,New Delhi,Banglore → New Delhi,1,11161,1730,13,Afternoon,3,Weekday,Optimization Route,387.08670520231215,6.451445086705203
Air India,Kolkata,Banglore,Kolkata → Banglore,2,12224,1665,10,Morning,6,Weekday,Optimization Route,440.5045045045045,7.341741741741742
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,1025,18,Evening,5,Weekday,Optimization Route,565.6390243902439,9.427317073170732
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,12284,380,8,Morning,3,Weekday,Optimization Route,1939.578947368421,32.32631578947368
Air India,Delhi,Cochin,Delhi → Cochin,1,7480,965,17,Evening,5,Weekday,Optimization Route,465.0777202072539,7.751295336787565
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,17024,550,19,Evening,3,Weekday,Optimization Route,1857.1636363636364,30.952727272727273
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14151,1365,20,Evening,6,Weekday,Optimization Route,622.021978021978,10.367032967032968
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,17,Evening,6,Weekday,Optimization Route,1859.6129032258066,30.993548387096773
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6069,300,16,Afternoon,5,Weekend,Optimization Route,1213.8,20.23
Vistara,Banglore,New Delhi,Banglore → New Delhi,1,6065,915,6,Morning,3,Weekday,Optimization Route,397.7049180327869,6.628415300546448
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14151,800,20,Evening,5,Weekend,Optimization Route,1061.325,17.68875
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14231,1025,18,Evening,3,Weekend,Optimization Route,833.0341463414634,13.883902439024391
Vistara,Mumbai,Hyderabad,Mumbai → Hyderabad,1,12395,1065,15,Afternoon,3,Weekday,Optimization Route,698.3098591549295,11.63849765258216
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5636,325,2,Night,4,Weekday,Optimization Route,1040.4923076923076,17.341538461538462
Air India,Delhi,Cochin,Delhi → Cochin,1,5232,320,17,Evening,4,Weekend,Optimization Route,981.0,16.35
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,865,14,Afternoon,6,Weekend,Optimization Route,1020.6242774566474,17.010404624277456
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3850,140,7,Morning,5,Weekday,Optimization Route,1650.0,27.5
Air India,Delhi,Cochin,Delhi → Cochin,1,7258,955,17,Evening,5,Weekday,Optimization Route,456.0,7.6
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,17471,1375,21,Night,3,Weekday,Optimization Route,762.3709090909091,12.706181818181818
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,4423,175,21,Night,5,Weekday,Optimization Route,1516.4571428571428,25.274285714285714
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2227,90,21,Night,6,Weekday,Optimization Route,1484.6666666666667,24.744444444444444
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13377,930,10,Morning,6,Weekday,Optimization Route,863.0322580645161,14.383870967741936
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8016,180,8,Morning,6,Weekday,Optimization Route,2672.0,44.53333333333333
Air India,Banglore,New Delhi,Banglore → New Delhi,1,5626,1560,6,Morning,3,Weekend,Optimization Route,216.3846153846154,3.6064102564102565
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,6860,170,16,Afternoon,3,Weekday,Optimization Route,2421.176470588235,40.35294117647059
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6628,415,18,Evening,6,Weekend,Optimization Route,958.2650602409639,15.971084337349398
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,11627,1415,13,Afternoon,6,Weekday,Optimization Route,493.017667844523,8.21696113074205
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,4174,150,17,Evening,6,Weekend,Optimization Route,1669.6,27.826666666666668
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,610,18,Evening,6,Weekend,Optimization Route,1447.27868852459,24.121311475409836
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14151,690,9,Morning,5,Weekend,Optimization Route,1230.5217391304348,20.508695652173913
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,1620,16,Afternoon,5,Weekday,Optimization Route,477.7037037037037,7.961728395061728
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12373,395,21,Night,5,Weekend,Premium Route,1879.4430379746836,31.324050632911394
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,170,10,Morning,6,Weekday,Optimization Route,1391.6470588235295,23.194117647058825
Air Asia,Kolkata,Banglore,Kolkata → Banglore,2,7870,500,15,Afternoon,6,Weekend,Optimization Route,944.4,15.74
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8016,185,18,Evening,6,Weekday,Optimization Route,2599.7837837837837,43.32972972972973
Air India,Delhi,Cochin,Delhi → Cochin,2,10975,1220,13,Afternoon,5,Weekday,Optimization Route,539.7540983606557,8.995901639344263
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3850,140,7,Morning,5,Weekday,Optimization Route,1650.0,27.5
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,165,20,Evening,6,Weekday,Optimization Route,1746.909090909091,29.115151515151513
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,15554,455,20,Evening,3,Weekend,Premium Route,2051.076923076923,34.184615384615384
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,4465,160,6,Morning,3,Weekday,Optimization Route,1674.375,27.90625
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,11841,775,21,Night,6,Weekend,Optimization Route,916.7225806451613,15.278709677419355
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,19332,675,8,Morning,3,Weekend,Optimization Route,1718.4,28.64
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,150,17,Evening,6,Weekday,Optimization Route,1536.4,25.606666666666666
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4591,170,10,Morning,4,Weekday,Optimization Route,1620.3529411764705,27.00588235294118
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,5192,290,15,Afternoon,5,Weekday,Optimization Route,1074.2068965517242,17.90344827586207
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10577,1100,18,Evening,6,Weekend,Optimization Route,576.9272727272727,9.615454545454545
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,15129,535,19,Evening,5,Weekend,Optimization Route,1696.7102803738317,28.278504672897196
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,11789,780,6,Morning,6,Weekday,Optimization Route,906.8461538461538,15.114102564102565
Air India,Delhi,Cochin,Delhi → Cochin,1,8372,640,21,Night,6,Weekend,Optimization Route,784.875,13.08125
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,8266,795,6,Morning,5,Weekday,Optimization Route,623.8490566037735,10.39748427672956
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14781,800,6,Morning,5,Weekday,Optimization Route,1108.575,18.47625
Vistara,Banglore,Delhi,Banglore → Delhi,0,5613,155,17,Evening,4,Weekend,Optimization Route,2172.7741935483873,36.21290322580645
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,15,Afternoon,4,Weekday,Optimization Route,2478.5142857142855,41.308571428571426
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6093,750,8,Morning,6,Weekday,Optimization Route,487.44,8.124
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,15544,425,5,Morning,5,Weekday,Premium Route,2194.4470588235295,36.57411764705882
GoAir,Delhi,Cochin,Delhi → Cochin,1,6296,370,7,Morning,5,Weekend,Optimization Route,1020.9729729729729,17.016216216216215
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,165,9,Morning,4,Weekend,Optimization Route,1746.909090909091,29.115151515151513
Air Asia,Banglore,New Delhi,Banglore → New Delhi,0,4284,170,5,Morning,3,Weekday,Optimization Route,1512.0,25.2
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6558,885,7,Morning,3,Weekday,Optimization Route,444.6101694915254,7.410169491525424
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5775,345,21,Night,6,Weekday,Optimization Route,1004.3478260869565,16.73913043478261
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3543,135,8,Morning,6,Weekday,Optimization Route,1574.6666666666667,26.244444444444444
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,17024,535,9,Morning,3,Weekday,Optimization Route,1909.233644859813,31.820560747663553
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4050,85,7,Morning,6,Weekend,Optimization Route,2858.8235294117644,47.64705882352941
Air India,Mumbai,Hyderabad,Mumbai → Hyderabad,2,14219,1995,6,Morning,3,Weekday,Optimization Route,427.6390977443609,7.127318295739348
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,26890,405,11,Morning,3,Weekday,Premium Route,3983.703703703704,66.39506172839506
Air India,Delhi,Cochin,Delhi → Cochin,2,9653,1410,19,Evening,6,Weekend,Optimization Route,410.7659574468085,6.846099290780142
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,165,6,Morning,6,Weekday,Optimization Route,1433.8181818181818,23.8969696969697
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1575,14,Afternoon,5,Weekend,Optimization Route,413.1047619047619,6.885079365079365
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8849,450,21,Night,4,Weekday,Optimization Route,1179.8666666666666,19.664444444444445
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2754,90,1,Night,6,Weekday,Optimization Route,1836.0,30.6
Air India,Delhi,Cochin,Delhi → Cochin,2,10756,2185,6,Morning,3,Weekday,Optimization Route,295.3592677345538,4.922654462242563
